id,text,author
id04133,Maounds o' the dead an' the dyin' . . .,HPL
id07620,"Among her numerous suitors was Julien Bossuet, a poor litterateur, or journalist of Paris.",EAP
id12031,"But now Zadok was shaking me, and I turned back to watch the melting of that fear frozen face into a chaos of twitching eyelids and mumbling gums.",HPL
id18789,"I might tell it to the winds and to the desart heaths but I must never among my fellow creatures, either by word or look give allowance to the smallest conjecture of the dread reality: I must shrink before the eye of man lest he should read my father's guilt in my glazed eyes: I must be silent lest my faltering voice should betray unimagined horrors.",MWS
id19079,"By the time I came of age, I had made a small clearing in the thicket before the mould stained facade of the hillside, allowing the surrounding vegetation to encircle and overhang the space like the walls and roof of a sylvan bower.",HPL
id16881,"You pelief, ten, in te possibilty of te odd?""",EAP
id22191,She was very earnest to see the corpse.,MWS
id23717,"He also frequently goes in rear of the figure to remove the chess men which it has taken, and which it deposits, when taken, on the box to the left to its own left of the board.",EAP
id03080,"For me at least in the circumstances then surrounding me there arose out of the pure abstractions which the hypochondriac contrived to throw upon his canvass, an intensity of intolerable awe, no shadow of which felt I ever yet in the contemplation of the certainly glowing yet too concrete reveries of Fuseli.",EAP
id23854,"Controlling my muscles, and realising afresh how plainly visible I was, I resumed my brisker and feignedly shambling pace; though keeping my eyes on that hellish and ominous reef as long as the opening of South Street gave me a seaward view.",HPL
id05150,"My evil destiny pursued me as if in exultation, and proved, indeed, that the exercise of its mysterious dominion had as yet only begun.",EAP
id19055,"Three months previously five of the little squint eyed traders had come down from the hills, and in a market brawl three of them had been killed.",HPL
id21571,It was altogether by means of magnetic remedies that he had succeeded in alleviating the acute pains of his patient; and this success had very naturally inspired the latter with a certain degree of confidence in the opinions from which the remedies had been educed.,EAP
id02379,"I am already far north of London, and as I walk in the streets of Petersburgh, I feel a cold northern breeze play upon my cheeks, which braces my nerves and fills me with delight.",MWS
id02318,The other face may wear off some.,HPL
id14624,"I called it rapture, when a smile made my heart beat; and I felt the life's blood tingle in my frame, when I approached the idol which for awhile I worshipped.",MWS
id05736,"It seems, however, that while digging in the centre of the emperors garden, which, you know, covers the whole island, some of the workmen unearthed a cubical and evidently chiseled block of granite, weighing several hundred pounds.",EAP
id10378,"It was deducible from what they knew, that to a being of infinite understanding one to whom the perfection of the algebraic analysis lay unfolded there could be no difficulty in tracing every impulse given the air and the ether through the air to the remotest consequences at any even infinitely remote epoch of time.",EAP
id25490,You are of this world; I am not.,MWS
id17523,"Elizabeth had caught the scarlet fever; her illness was severe, and she was in the greatest danger.",MWS
id22305,"And although I could not consent to go and hear that little conceited fellow deliver sentences out of a pulpit, I recollected what he had said of M. Waldman, whom I had never seen, as he had hitherto been out of town.",MWS
id26814,"It was foredoomed to failure for who could crouch blindly while a legion of croaking, baying entities of unknown source flopped noisomely past, scarcely more than a hundred yards away?",HPL
id24039,"I remarked, as I say, their grotesqueness and strange size; but in a moment decided that they were merely the imaginary gods of some primitive fishing or seafaring tribe; some tribe whose last descendant had perished eras before the first ancestor of the Piltdown or Neanderthal Man was born.",HPL
id24483,"I found it, however, altogether too expensive, and was not sure, upon the whole, whether cambric muslin with a coating of gum caoutchouc, was not equally as good.",EAP
id26269,"""Felix had accidentally been present at the trial; his horror and indignation were uncontrollable when he heard the decision of the court.",MWS
id18268,"He was not, as the other traveller seemed to be, a savage inhabitant of some undiscovered island, but a European.",MWS
id21683,"""Captain Pratt, you must come and spend the evening with us to morrow you and Smitherton you can tell us all about your voyage, and we'll have a game of whist and "" PRATT.",EAP
id17937,"So that when we make our hearts a lair for that gently seeming beast, its companion enters with it, and pitilessly lays waste what might have been an home and a shelter.""",MWS
id23781,YE who read are still among the living; but I who write shall have long since gone my way into the region of shadows.,EAP
id12927,The cut on this page gives a tolerable representation of the figure as seen by the citizens of Richmond a few weeks ago.,EAP
id12691,"It is evident that the hoop would now drop down within the car, while the whole weight of the car itself, with all its contents, would be held up merely by the strength of the buttons.",EAP
id05471,"She had a crotchet, but it was instinct with common sense, and gave pleasure to all who had the honor of her acquaintance.",EAP
id08984,"When they had gone, I spoke freely with M. Valdemar on the subject of his approaching dissolution, as well as, more particularly, of the experiment proposed.",EAP
id18321,"As I put a portion of it within my lips, there rushed to my mind a half formed thought of joy of hope.",EAP
id13637,"I almost saw them, but I knew how to stop.",HPL
id11604,"Having thus appeared to ponder over the proposed question he raises his wand, and striking with it the wall above his head, two folding doors fly open, and display an appropriate answer to the question.",EAP
id05335,"The first impulse of an innocent man would have been to announce the outrage, and to aid in identifying the ruffians.",EAP
id09687,"This would have sounded more gracefully, I think.",EAP
id23205,"It had been displayed early in life, leading her out to solitary musing among her native mountains, causing her to form innumerous combinations from common objects, giving strength to her perceptions, and swiftness to their arrangement.",MWS
id24499,"""I am alive,"" were the uncomprehended words which, upon recognizing the locality of the dissecting room, he had endeavored, in his extremity, to utter.",EAP
id11159,"It had already buried its sharp edge a full inch in my flesh, and my sensations grew indistinct and confused.",EAP
id00612,"From this time Felix was more employed, and the heart moving indications of impending famine disappeared.",MWS
id21049,"And that night my dreams of piping flutes and marble peristyles came to a sudden and disquieting end; for upon the city in the valley I saw a pestilence descend, and then a frightful avalanche of wooded slopes that covered the dead bodies in the streets and left unburied only the temple of Artemis on the high peak, where the aged moon priestess Cleis lay cold and silent with a crown of ivory on her silver head.",HPL
id07864,"""You have observed, in your notes, that the most general opinion in relation to this sad affair is, and was from the first, that the girl had been the victim of a gang of blackguards.",EAP
id27828,"On the morning of the fourteenth of June the day in which I first visited the ship, the lady suddenly sickened and died.",EAP
id01996,"A good hearted old Irish nurse whom I shall not forget in my will took me up one day by the heels, when I was making more noise than was necessary, and swinging me round two or knocked my head into a cocked hat against the bedpost.",EAP
id25161,It was by the light of candles that I read I recall the relentless dripping of the wax and there were chimes that came every now and then from distant belfries.,HPL
id11099,"When I say proficiency, I mean that perfection in the game which includes a comprehension of all the sources whence legitimate advantage may be derived.",EAP
id11098,"The main event detailed in the Signor's narrative depends upon a very important fact, of which the reader is kept in ignorance until near the end of the book.",EAP
id15830,"It was a lambent glow of this sort which always played about the old woman and the small furry thing in those lighter, sharper dreams which prefaced his plunge into unknown abysses, and the thought that a wakeful second person could see the dream luminance was utterly beyond sane harbourage.",HPL
id11953,"No father had watched my infant days, no mother had blessed me with smiles and caresses; or if they had, all my past life was now a blot, a blind vacancy in which I distinguished nothing.",MWS
id16612,A murmur of approbation rose after his speech.,MWS
id17201,The result of investigation sent an electric thrill of the intensest terror through the universal heart of man.,EAP
id20253,Yet he seemed not so much sulky as abstracted.,EAP
id02522,He certainly seemed young and he made a point of speaking about his youth yet there were moments when I should have had little trouble in imagining him a hundred years of age.,EAP
id10329,This change was particularly agreeable to me.,MWS
id00726,"""And what is that?"" ""If I do make it my choice, then you shall know; at present I dare not speak, even think of it.""",MWS
id13733,"At the end of a week, however, she re appeared at her customary comptoir, as well as ever, with the exception of a slight paleness not altogether usual.",EAP
id27100,"""I beg a thousand pardons for the suspicion,"" I replied, ""but of course you will know how to excuse me.",EAP
id17067,"The figure before me was short but exquisitely proportioned, and clad in somewhat formal dress of perfect cut and fit.",HPL
id15255,"Of late years however, an anonymous writer, by a course of reasoning exceedingly unphilosophical, has contrived to blunder upon a plausible solution although we cannot consider it altogether the true one.",EAP
id26136,I could read the influence of my friend in their quickened motions and cheerful faces.,MWS
id16755,You should have seen how wisely I proceeded with what caution with what foresight with what dissimulation I went to work I was never kinder to the old man than during the whole week before I killed him.,EAP
id24774,"I pitied him from the bottom of my heart but could not, for that reason, quite forgive his incommunicativeness in the matter of the ""Last Supper.""",EAP
id15651,"Present her with a mirror, in which she may know herself; and, when she is an adept in that necessary but difficult science, she will wonder at her present mistake, and hasten to restore to me, what is by right mine, her forgiveness, her kind thoughts, her love.""",MWS
id01162,"Presently the two people simply villagers, apparently farthest in the lead saw me and stood paralysed.",HPL
id00396,"Some years ago, when the images which this world affords first opened upon me, when I felt the cheering warmth of summer and heard the rustling of the leaves and the warbling of the birds, and these were all to me, I should have wept to die; now it is my only consolation.",MWS
id09457,"This arrangement could be ascended with a minimum of awkwardness, and would furnish the desired height.",HPL
id10798,At last came that which I had long feared.,HPL
id03520,"Here was art undoubtedly that did not surprise me all roads, in the ordinary sense, are works of art; nor can I say that there was much to wonder at in the mere excess of art manifested; all that seemed to have been done, might have been done here with such natural ""capabilities"" as they have it in the books on Landscape Gardening with very little labor and expense.",EAP
id07051,"Why should he seek to avenge the death of poor Michel Mauvais, and how had the curse been carried on through all the long centuries since the time of Charles Le Sorcier?",HPL
id12744,"They had hanged four kinsmen of mine for witchcraft in , but I did not know just where.",HPL
id12443,"The lips were gently protruded, and rested the one upon the other, after such a fashion that it is impossible to conceive any, even the most complex, combination of human features, conveying so entirely, and so singly, the idea of unmitigated gravity, solemnity and repose.",EAP
id19329,She had never before looked so supremely lovely.,MWS
id06952,"Awaken him, I entreat you, to some sense of duty.""",MWS
id25874,"Now that unchanged serenity, and gentle compliance were added to her other qualifications, his respect equalled his love.",MWS
id07580,"In the meantime, however, I had no notion of being thwarted touching the information I desired.",EAP
id03532,"Persuaded of this, I abandoned myself implicitly to the guidance of my wife, and entered with an unflinching heart into the intricacies of her studies.",EAP
id20095,"Guided by a slight clue, I followed the windings of the Rhone, but vainly.",MWS
id26618,"No doubt I now grew very pale; but I talked more fluently, and with a heightened voice.",EAP
id27073,"And the cities of Cathuria are cinctured with golden walls, and their pavements also are of gold.",HPL
id02579,"Barzai was wise in the lore of earth's gods, and listened hard for certain sounds, but Atal felt the chill of the vapours and the awe of the night, and feared much.",HPL
id12695,My balloon was soon completed.,EAP
id25781,"I think that these things were supposed to depict men at least, a certain sort of men; though the creatures were shewn disporting like fishes in the waters of some marine grotto, or paying homage at some monolithic shrine which appeared to be under the waves as well.",HPL
id19983,"The wretched female, loveless victim of vulgar brutality, had wandered to the toilet of high born beauty, and, arraying herself in the garb of splendour, had died before the mirror which reflected to herself alone her altered appearance.",MWS
id23630,"At fourteen and fifteen I often thought that the time was come when I should commence my pilgrimage, which I had cheated my own mind into believing was my imperious duty: but a reluctance to quit my Aunt; a remorse for the grief which, I could not conceal from myself, I should occasion her for ever withheld me.",MWS
id09254,Do you see the stage box?,EAP
id10190,"But this weakness was, luckily for me, of no very long duration.",EAP
id26820,There is nothing he more despises than pretense.,EAP
id01979,"After a time I seemed to hear the stairs and corridors creak at intervals as if with footsteps, and wondered if the other rooms were beginning to fill up.",HPL
id19163,"This central orb, however, dynamically, should have been greater than all its surrounding orbs taken together.",EAP
id25364,"""I made some use of 'em,"" he would say as he tried to mend a torn black letter page with paste prepared on the rusty kitchen stove, ""but the boy's fitten to make better use of 'em.",HPL
id02314,"Only participants need be apprehended, and the sparing of a great number of mere spectators would considerably lessen the resentment which any of the sympathising country folk might feel.",HPL
id18998,"Wal, even ef I hain't told nobody nothin' yet, I'm a goin' to naow You jest set still an' listen to me, boy this is what I ain't never told nobody. . . .",HPL
id26692,"At length, feeling a fatigue which had nothing of drowsiness in it, I bolted the newly outfitted hall door, turned off the light, and threw myself down on the hard, uneven bed coat, collar, shoes, and all.",HPL
id05450,"And he perceived that there was no door on this landward end, but only a couple of small lattice windows with dingy bull's eye panes leaded in seventeenth century fashion.",HPL
id12550,"So far from it, I still lay nearly level with the plane of the horizon; for the change of situation which I had acquired, had forced the bottom of the car considerably outwards from my position, which was accordingly one of the most imminent and deadly peril.",EAP
id14628,Some made it as short as three minutes some as long as five.,EAP
id06249,"From above, hung a chain of an unknown blood red metal its upper end lost, like the city of Boston, parmi les nues.",EAP
id06416,"Was born in the neighborhood, and has always resided there.",EAP
id07723,"I had become unfit for any intercourse, even with Woodville the most gentle and sympathizing creature that existed.",MWS
id17667,"There were recent rumours, too, with a baffling and disconcerting amount of agreement.",HPL
id23319,The glare from the enkindled roof illumined its inmost recesses.,EAP
id16197,"Manton remained thoughtful as I said this, but gradually reverted to his analytical mood.",HPL
id14889,"Her mild eyes seemed incapable of any severity or guile, and yet she has committed a murder.""",MWS
id17853,"Whether I shall go as he did remains to be seen, for I have learned much now.",HPL
id24587,dripping death astride a Bacchanale of bats from night black ruins of buried temples of Belial. . . .,HPL
id25074,"He said he had risen up out of the blackness of twenty seven centuries, and that he had heard messages from places not on this planet.",HPL
id06207,"The late setting of the moon, and the extreme caution I was obliged to use in this my third expedition, consumed so much time, that something like a qualm of fear came over me when I perceived dark night yield to twilight.",MWS
id24506,"""I have said that the scrap was parchment, and not paper.",EAP
id25822,"It had been locked, and I did not find the key till it occurred to me to examine the personal ring which the professor carried always in his pocket.",HPL
id23285,"""But how was I to direct myself?",MWS
id25559,"But like all other gifts of the Creator to Man, she is mortal; her life has attained its last hour.",MWS
id09243,"No it wasn't the paintings I saw in that place; though I'll swear they were enough to get him ostracised in nine tenths of the homes and clubs of Boston, and I guess you won't wonder now why I have to steer clear of subways and cellars.",HPL
id18260,"""I forget your arms.""",EAP
id04815,"He sat at a table with several secretaries, who were arranging petitions, or registering the notes made during that day's audience.",MWS
id20267,He found the Marsh refinery a queer place it's in an old mill on the lower falls of the Manuxet.,HPL
id08453,What other possible reason could there have been for her so blushing?,EAP
id00014,We the besiegers were in the comparison little affected by these evils.,MWS
id21287,"On my way I fell in with an immense populace, crowding through every avenue, all in the same direction, and exhibiting in every action the wildest excitement.",EAP
id18187,"How strangely, sweet Una, you echo my words I observe, too, a vacillation in your step a joyous inquietude in your eyes.",EAP
id10833,"And now, behold, with the first imagination of danger, or, if you will, the first mighty and terrific trial of your courage, you shrink away and are content to be handed down as men who had not strength enough to endure cold and peril; and so, poor souls, they were chilly and returned to their warm firesides.",MWS
id10246,"These reduced me at once to submission, and I am almost ashamed to confess that either through pain or vexation, there came a few tears into my eyes.",EAP
id16979,"While musing upon the singularity of my fate, I unwittingly daubed with a tar brush the edges of a neatly folded studding sail which lay near me on a barrel.",EAP
id12420,"The box behind which the Automaton is placed, is precisely three feet six inches long, two feet four inches deep, and two feet six inches high.",EAP
id22306,"I took care, too, to have a nice little puddle at hand, which I could get at in a minute.",EAP
id03383,"Lonely musings, interminable wanderings, and solemn music were her only pastimes.",MWS
id26104,"With the same wary prudence that characterized her whole conduct, she concealed her discovery, but hastened to remove her son from the sphere of the attractive Greek.",MWS
id22962,"A very ""fine old English gentleman,"" was my grand uncle Rumgudgeon, but unlike him of the song, he had his weak points.",EAP
id05780,"For my own part, I soon found a dislike to it arising within me.",EAP
id00075,"To tear a piece from the interior, where no edge is presented, could only be effected by a miracle through the agency of thorns, and no one thorn could accomplish it.",EAP
id21021,"He said, I push'd every Aspirant off the Slopes of Parnassus.",HPL
id04494,"He dreaded to cross the bridge that gave a view of the desolate island in the Miskatonic, so went over the Peabody Avenue bridge.",HPL
id04987,"But his wife had said she found a funny tin thing in one of the beds when she fixed the rooms at noon, and maybe that was it.",HPL
id19199,I related my meeting with her; the story of her death was told and re told.,MWS
id22991,"""Father,"" I said, ""pardon me but I have a soul above lather.",EAP
id12121,"My father seemed to notice it, too, for he began looking at me curiously and almost affrightedly.",HPL
id07090,"I reached out to uncurl and look at it, when suddenly I saw Pickman start as if shot.",HPL
id07461,"I felt I had known it before, in a past remote beyond all recollection; beyond even my tenancy of the body I now possess.",HPL
id10407,"I was the only one who came back that night to the old fishing town as legend bade, for only the poor and the lonely remember.",HPL
id21430,"He at no time fully described this object, but occasional frantic words, as repeated by Dr. Tobey, convinced the professor that it must be identical with the nameless monstrosity he had sought to depict in his dream sculpture.",HPL
id15366,But it is important that we find no palpable traces of suggestion.,EAP
id04730,"I say to my surprise, for, although he had always yielded his person freely to my experiments, he had never before given me any tokens of sympathy with what I did.",EAP
id12462,we asked: can we enter here?,MWS
id27871,"He always remained lame, for the great tendons had been severed; but I think the greatest lameness was in his soul.",HPL
id19530,"""And can you tell me,"" he demanded, ""what is the meaning of a nose?"" ""A nose, my father;"" I replied, greatly softened, ""has been variously defined by about a thousand different authors.""",EAP
id13874,"""But,"" said I, ""you are quite au fait in these investigations.",EAP
id23935,"It had looked at me as it died, and its eyes had the same odd quality that marked those other eyes which had stared at me underground and excited cloudy recollections.",HPL
id15451,"It was a lovely sight, even to me, poor wretch who had never beheld aught beautiful before.",MWS
id16539,"It was not the portrait of one whom an underworld denizen would be likely to know, but of a lady of breeding and quality, garbed in the quaint attire of thirty years before.",HPL
id26291,"From me, in an instant, all virtue dropped bodily as a mantle.",EAP
id20975,"Nor did I doubt, that in the tranquillity of our family circle at Windsor, she would recover some degree of composure, and in the end, of happiness.",MWS
id23373,In that hour I should die and at once satisfy and extinguish his malice.,MWS
id09649,It was not long after my arrival and employment that Juan Romero came to the Norton Mine.,HPL
id18932,"I always called at the big houses to deliver the letters, and receive the postage.",EAP
id00334,"After hand cuffing him, they searched his room, or rather rooms, for it appears he occupied all the mansarde.",EAP
id02577,They lasted for several minutes probably ten.,EAP
id23837,"I frequently engaged him in play, and contrived, with the gambler's usual art, to let him win considerable sums, the more effectually to entangle him in my snares.",EAP
id21938,"""I wish you to bear especially in mind that I have spoken of a very unusual degree of activity as requisite to success in so hazardous and so difficult a feat.",EAP
id06489,"She went on, feeling that, if she had paused for a moment, the checked waters of misery would have deluged her soul, that her wrecked hopes would raise their wailing voices, and that those who now echoed her mirth, and provoked her repartees, would have shrunk in fear from her convulsive despair.",MWS
id24543,"Come, as you have played Despair with me I will play the part of Una with you and bring you hurtless from his dark cavern.",MWS
id11401,"I gave the right place to every personage in the groupe, the just balance to every sentiment.",MWS
id12702,"""You speak of an almost forgotten dream,"" said Adrian, his countenance slightly clouding as he spoke; ""the visions of my boyhood have long since faded in the light of reality; I know now that I am not a man fitted to govern nations; sufficient for me, if I keep in wholesome rule the little kingdom of my own mortality.",MWS
id25761,Upon my mouldering bones there descended the coffin of Una.,EAP
id03601,"It was spotted all over, at irregular intervals, with arabesque figures, about a foot in diameter, and wrought upon the cloth in patterns of the most jetty black.",EAP
id17846,The uproar increases.,EAP
id10537,"They were the blasphemous fish frogs of the nameless design living and horrible and as I saw them I knew also of what that humped, tiaraed priest in the black church basement had so fearsomely reminded me.",HPL
id00634,"That it was the scene, I may or I may not believe but there was excellent reason for doubt.",EAP
id20081,The second object of the cloth is to deaden and render indistinct all sounds occasioned by the movements of the person within. .,EAP
id13742,"""Ring de pell;"" he replied, attempting a grin with his little villanous mouth.",EAP
id26278,"The gables are turned to the front, and there are cornices, as big as all the rest of the house, over the eaves and over the main doors.",EAP
id19698,"""And why is everybody so down on Innsmouth?",HPL
id08176,"Nor did the spirit change when they tore open the earth to lay down strange pipes, or when they set up tall posts bearing weird wires.",HPL
id23868,"""A few days after, the Turk entered his daughter's apartment and told her hastily that he had reason to believe that his residence at Leghorn had been divulged and that he should speedily be delivered up to the French government; he had consequently hired a vessel to convey him to Constantinople, for which city he should sail in a few hours.",MWS
id17158,Ef they dun't they'll kinder quiet daown like.,HPL
id26769,I tell you we are no longer miserable mortals; we are about to become Gods; spirits free and happy as gods.,MWS
id22007,"Then mighty art thou, O wind, to be throned above all other vicegerents of nature's power; whether thou comest destroying from the east, or pregnant with elementary life from the west; thee the clouds obey; the sun is subservient to thee; the shoreless ocean is thy slave Thou sweepest over the earth, and oaks, the growth of centuries, submit to thy viewless axe; the snow drift is scattered on the pinnacles of the Alps, the avalanche thunders down their vallies.",MWS
id18181,But the big bell had not done with them yet.,EAP
id04226,"I strived to decypher them, but in vain; while ever and anon, like the spirit of a departed sound, the shrill and piercing shriek of a female voice seemed to be ringing in my ears.",EAP
id27008,"Whatever I was about to reply, was interrupted by the powerful emotions of Clara.",MWS
id25288,At all events I undoubtedly beheld the whole of the earth's major diameter; the entire northern hemisphere lay beneath me like a chart orthographically projected: and the great circle of the equator itself formed the boundary line of my horizon.,EAP
id21009,"I was always conscious of my state when my wild thoughts seemed to drive me to insanity, and never betrayed them to aught but silence and solitude.",MWS
id15992,"But, when I recovered from this stupor, there dawned upon me gradually a conviction which startled me even far more than the coincidence.",EAP
id21068,"There was much kindness, gratitude, and sweetness in her expression, but no love.",MWS
id24306,"As I hung back, the old man produced his stylus and tablet and wrote that he was the true deputy of my fathers who had founded the Yule worship in this ancient place; that it had been decreed I should come back, and that the most secret mysteries were yet to be performed.",HPL
id19847,"Just before day, we were all somewhat alarmed at some odd noises and concussions in the balloon, accompanied with the apparent rapid subsidence of the whole machine.",EAP
id06101,"I heard them in my youth from the lips of a playmate, a beggar's boy given to strange dreams, who would weave long tales about the moon and the flowers and the west wind.",HPL
id02232,"The mathematical circle is a curve composed of an infinity of straight lines; but this idea of the circle this idea of it which, in regard to all earthly geometry, we consider as merely the mathematical, in contradistinction from the practical, idea is, in sober fact, the practical conception which alone we have any right to entertain in respect to those Titanic circles with which we have to deal, at least in fancy, when we suppose our system, with its fellows, revolving about a point in the centre of the galaxy.",EAP
id03311,Then I knew that a long section of them must be plainly in sight where the sides of the cut flattened out and the road crossed the track and I could no longer keep myself from sampling whatever horror that leering yellow moon might have to shew.,HPL
id19544,As he walked among other men he seemed encompassed with a heavenly halo that divided him from and lifted him above them.,MWS
id12852,"Into the lands of civilisation came Nyarlathotep, swarthy, slender, and sinister, always buying strange instruments of glass and metal and combining them into instruments yet stranger.",HPL
id24329,I am the Signora Psyche Zenobia.,EAP
id01265,"There were no visible houses, and I could tell by the state of the road that traffic was very light hereabouts.",HPL
id26022,"Therein, he has dreamed of flames and suffocation of mountains upon mountains of Pelion upon Ossa.",EAP
id09924,The box did not go into the extra state room.,EAP
id21618,Captain Smitherton says that yesterday was Sunday: so it was; he is right.,EAP
id08969,His name is a derivation of the Greek Simia what great fools are antiquarians But see see yonder scampers a ragged little urchin.,EAP
id15712,"To this state there was no hope, no alleviation, unless the grave should quickly receive its destined prey, and she be permitted to die, before she experienced a thousand living deaths in the loss of those she loved.",MWS
id27218,"Three years after the death of Kalos, Musides despatched a messenger to the Tyrant, and it was whispered in the agora at Tegea that the mighty statue was finished.",HPL
id26192,"Just as the building was wiped out by a German shell, there had been a success.",HPL
id14987,"Then there were any number of cellar views, with monsters creeping in through holes and rifts in the masonry and grinning as they squatted behind barrels or furnaces and waited for their first victim to descend the stairs.",HPL
id04467,To reach either of these lines of buildings I would have to be in a room two doors from my own in one case on the north and in the other case on the south and my mind instantly set to work calculating what chances I had of making the transfer.,HPL
id22569,"My first idea, now, was mere surprise at the really remarkable similarity of outline at the singular coincidence involved in the fact, that unknown to me, there should have been a skull upon the other side of the parchment, immediately beneath my figure of the scarabæus, and that this skull, not only in outline, but in size, should so closely resemble my drawing.",EAP
id16931,But at that moment a crash was heard.,MWS
id23028,I dared not make the effort which was to satisfy me of my fate and yet there was something at my heart which whispered me it was sure.,EAP
id11904,"In company with these gentlemen, my cousin and I, preconcertedly paid uncle Rumgudgeon a visit on the afternoon of Sunday, October the tenth, just three weeks after the memorable decision which had so cruelly defeated our hopes.",EAP
id26100,"The plot of Felix was quickly discovered, and De Lacey and Agatha were thrown into prison.",MWS
id19303,"I would call forthwith upon the General himself, and demand, in explicit terms, a solution of this abominable piece of mystery.",EAP
id21652,Mr. Osborne complained of constriction of the chest but this soon wore off.,EAP
id11458,"Then without further remark, she threw herself on her couch, and closing her eyes remained motionless; so that but for the deep sighs that burst from her, it would have seemed that she slept.",MWS
id19206,"Assist me, Spirit of Apicius A golden cage bore the little winged wanderer, enamored, melting, indolent, to the Chaussée D'Antin, from its home in far Peru.",EAP
id11789,"She relented; but there was yet an obstacle, she said, which she felt assured I had not properly considered.",EAP
id21887,"And thus how frequently, in my intense scrutiny of Ligeia's eyes, have I felt approaching the full knowledge of their expression felt it approaching yet not quite be mine and so at length entirely depart And strange, oh strangest mystery of all I found, in the commonest objects of the universe, a circle of analogies to that expression.",EAP
id20092,"Look at me how I labored how I toiled how I wrote Ye Gods, did I not write?",EAP
id10278,"Well, during two nights not consecutive while I lay awake, I clearly saw Mrs. W., about eleven o'clock upon each night, steal cautiously from the state room of Mr. W., and enter the extra room, where she remained until daybreak, when she was called by her husband and went back.",EAP
id26939,"Then, very softly and slowly, the acre great panel began to give inward at the top; and they saw that it was balanced.",HPL
id00033,"We descended from Parnassus, emerging from its many folds, and passed through Livadia on our road to Attica.",MWS
id13479,"I awoke half stupefied; I felt a heavy oppression on me, but knew not wherefore; I entered, as it were, the council chamber of my brain, and questioned the various ministers of thought therein assembled; too soon I remembered all; too soon my limbs quivered beneath the tormenting power; soon, too soon, I knew myself a slave Suddenly, unannounced, Lord Raymond entered my apartment.",MWS
id15528,I had begun my journey with anxious haste; now I desired to draw it out through the course of days and months.,MWS
id09069,"In the winter of , however, the dreams began.",HPL
id06075,"A few persons had half seen it in the dark, and said it was white and like a malformed ape or anthropomorphic fiend.",HPL
id22244,"With becoming modesty, he forebore, nevertheless, to touch upon the theme I had just then most at heart I mean the mysterious circumstances attending the Bugaboo war and, on my own part, what I conceive to be a proper sense of delicacy forbade me to broach the subject; although, in truth, I was exceedingly tempted to do so.",EAP
id22309,"Someone telephoned the news to the Aylesbury Transcript; but the editor, accustomed to wild tales from Dunwich, did no more than concoct a humorous paragraph about it; an item soon afterward reproduced by the Associated Press.",HPL
id23410,"Thus often, pushing my way with difficulty through the narrow snow blocked town, I crossed the bridge and passed through Eton.",MWS
id17866,"He returned unharmed, married in , and became a father on that memorable night of September , , when a great gale drove the waters of the bay over half the town, and floated a tall sloop well up Westminster Street so that its masts almost tapped the Harris windows in symbolic affirmation that the new boy, Welcome, was a seaman's son.",HPL
id06401,"She endeavoured to read his thought, and then answered with dignity, ""As you please.",MWS
id05464,Every one has been to the city of Edinburgh.,EAP
id02562,Anguish and despair had penetrated into the core of my heart; I bore a hell within me which nothing could extinguish.,MWS
id03235,"All honour was now his, since the Tyrant of Syracuse would have the work of none save him or Kalos.",HPL
id09342,"I believe, to tell the truth, she always looked upon me as an idle boy, a mere make weight, good for nothing but building castles in the air, and was rather glad to get rid of me.",EAP
id15325,"The street lights we first encountered had been of oil, and of the ancient lozenge pattern.",HPL
id23778,"Will you commune less with his departed spirit, while you watch over and cultivate the rare excellence of his child?",MWS
id17378,"Who was better framed than this highly gifted youth to love and be beloved, and to reap unalienable joy from an unblamed passion?",MWS
id05042,"Sleep fled from my eyes; I wandered like an evil spirit, for I had committed deeds of mischief beyond description horrible, and more, much more I persuaded myself was yet behind.",MWS
id26403,"""Talk not of other season than this"" he cried.",MWS
id08594,We kept track of all the deaths and their circumstances with systematic care.,HPL
id25797,Yet we were not all to die.,MWS
id16859,"In sleep waking, the reasoning and its conclusion the cause and its effect are present together.",EAP
id26986,Her voice was musical but unlike that of either of my friends.,MWS
id16972,I saw them now even more unequivocally than I beheld them then.,EAP
id00505,"We entered London in the evening, and went to our several abodes near Hyde Park.",MWS
id02529,"It was open wide, wide open and I grew furious as I gazed upon it.",EAP
id06984,"He had sinned against his own honour, by affirming, swearing to, a direct falsehood; true this he had palmed on a woman, and it might therefore be deemed less base by others not by him; for whom had he deceived?",MWS
id21982,"He foresaw that his own life would be one of struggle, and I must partake his labours with him.",MWS
id23633,"It is true that the necessaries of life were assembled in such quantities, as to supply to superfluity the wants of the diminished population; but still much labour was required to arrange these, as it were, raw materials; and depressed by sickness, and fearful of the future, we had not energy to enter boldly and decidedly on any system.",MWS
id20122,"""Amontillado"" ""As you are engaged, I am on my way to Luchesi.",EAP
id17701,"People around the country and in the nearby towns muttered a great deal among themselves, but said very little to the outer world.",HPL
id04994,"This tribe, after destroying most of the edifices and killing the live beings, had carried off the stuffed goddess which had been the object of their quest; the white ape goddess which the strange beings worshipped, and which was held by Congo tradition to be the form of one who had reigned as a princess among those beings.",HPL
id21103,Trever was the son of prominent parents in Appleton.,HPL
id19240,"So taking the solitary acetylene lamp into the adjacent laboratory, we left our silent guest on the slab in the dark, and bent every energy to the mixing of a new solution; the weighing and measuring supervised by West with an almost fanatical care.",HPL
id13715,My nose is sufficiently good.,EAP
